CID,SMILES
80727,COC1=C(C=C(C(=C1)N)Cl)NC(=O)C2=CC=CC=C2
2745946,CCOC(=O)C1=CN=C(NC1=O)COC2=CC=CC=C2Cl
849362,CC(C)(C)C1=CC(=O)N(N1)C2=CC=CC=C2
1223833,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)(=O)NC2=NN(C=C2)CC3=C(C=CC=C3Cl)F
2554237,COC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)N3CCOCC3
16194113,C1CCCC(CC1)NC(=O)C(CC2=CC=CC=C2)N3C=CC=C3
886842,C1CN(CCN1C2=CC=CC=C2)C(=S)NC(=O)C3=CC=CC=C3
1569243,CCCSC1=NC=NC2=C1C(=C(S2)C)C
814967,CCN1C(=O)CCC(=N1)C2=CC=CC=C2
3158083,COC1=CC=C(C=C1)NC(=O)C2CC(=NO2)C3=CC=CC=C3Cl
6493290,CCCC1=NN=C(S1)NC(=O)COC2=CC3=C(C=C2)OCO3
1934929,COC(=O)C1=CC=C(O1)CN2C3=CC=CC=C3C(=C2O)N=NC(=S)N
667600,CC(C)(C)C1=CC=C(C=C1)C2=NNC(=S)N2C3=CC=CC=C3
2864411,CC1=C(C(NC(=O)N1C)C2=CC=CC3=CC=CC=C32)C(=O)OC
4976789,CN1CC2(CC3=C1C=CC(=C3)[N+](=O)[O-])C(=O)N(C(=O)N(C2=O)C)C
